,stat_field,unique_value,count
53380,Well Name,32-23 GOVT,1
53381,Well Name,32-23 GRANITE PT ST,1
53382,Well Name,32-23 LABONTE,1
53383,Well Name,32-23 NORDHAGEN,1
53384,Well Name,32-23 PINE TREE UNIT,1
53385,Well Name,32-23 PINETREE UNIT,1
53386,Well Name,32-23 SMITH,1
53387,Well Name,32-23 UPRR,1
53388,Well Name,32-24 BRADBURY,1
53389,Well Name,32-24 CLARK,1
53390,Well Name,32-24 DUNLAP,1
53391,Well Name,32-24 FEDERAL,1
53392,Well Name,32-24 FREHOLM,1
53393,Well Name,32-24 SCOBEY,1
53394,Well Name,32-24 WILD STEER-FED,1
53395,Well Name,32-25 BIXENMAN,2
53396,Well Name,32-25 BRONSON,1
53397,Well Name,32-25 DERRICK DRAW,1
53398,Well Name,32-25 I SAND OWENS,1
53399,Well Name,32-25 THAR,1
53400,Well Name,32-25 TRUE-FEDERAL,1
53401,Well Name,32-26 DIAMOND SHAMROCK-FED,1
53402,Well Name,32-26 FEDERAL,2
53403,Well Name,32-26 GOVT,1
53404,Well Name,32-26 MALMQUIST FEDERAL,1
53405,Well Name,32-26 MCCULLEN BLUFF,2
53406,Well Name,32-26 RAMSEY HEIRS,1
53407,Well Name,32-26 URSA,1
53408,Well Name,32-27 BN,1
53409,Well Name,32-27 BORG,1
53410,Well Name,32-27 FEDERAL,3
53411,Well Name,32-27 GOVT,1
53412,Well Name,32-27 MOSER,1
53413,Well Name,32-27 RUDHES-FEDERAL,1
53414,Well Name,32-27 SUPERIOR-RAITT,2
53415,Well Name,32-27 UNIT,1
53416,Well Name,32-27 WESTRANS PETROLEUM,1
53417,Well Name,32-28 DUNCAN,2
53418,Well Name,32-28 OLSON,1
53419,Well Name,32-28 ROURKE,2
53420,Well Name,32-28 SWITZER,1
53421,Well Name,32-28-1-7 WAGGONER-HEREFOR,1
53422,Well Name,32-28-56-1 MOORE,1
53423,Well Name,32-28-56-12 PEERBOOM ESTATE,1
53424,Well Name,32-28A V R REEL,1
53425,Well Name,32-29 BONER,1
53426,Well Name,32-29 BONER SNYDER,1
53427,Well Name,32-29 CASTLE UNIT-FED,1
53428,Well Name,32-29 FED. SHEEP DIP,1
53429,Well Name,32-29 GLEN BENCH,1
53430,Well Name,32-29 HUMBLE,1
53431,Well Name,32-29 SPENCER FEDERAL,1
53432,Well Name,32-29 SPENCER-FEDERAL,1
53433,Well Name,32-3 FED,1
53434,Well Name,32-3 FINKE,1
53435,Well Name,32-3 STATE,1
53436,Well Name,32-3 TRIBAL C,1
53437,Well Name,32-30 ALEXANDER,1
53438,Well Name,32-30 PINE UNIT,1
53439,Well Name,32-30-38-89 FEDERAL,1
53440,Well Name,32-30B PAINTER RESERVOIR,1
53441,Well Name,32-31 ARNOLD FEDERAL,1
53442,Well Name,32-31 DEVILS PLAYGR.-FED.,1
53443,Well Name,32-31 EVANS,1
53444,Well Name,32-31 FEDERAL,1
53445,Well Name,32-31 HEPTNER-GOVERNMENT,1
53446,Well Name,32-31 MARQUISS,1
53447,Well Name,32-31 NIEME,1
53448,Well Name,32-31-52-68-GOVT.,1
53449,Well Name,32-31-G HOGSBACK,1
53450,Well Name,32-31G HOGSBACK,1
53451,Well Name,32-32 BIG HAND-FEDERAL,1
53452,Well Name,32-32 DAVIS,1
53453,Well Name,32-32 GOVT,1
53454,Well Name,32-32 PINE UNIT,1
53455,Well Name,32-32 SKALICHY-WAHLUND,1
53456,Well Name,32-33 BLUE FOREST UNIT,1
53457,Well Name,32-33 FEDERAL,2
53458,Well Name,32-33 FERGUSON-FEDERAL,1
53459,Well Name,32-33 KOSTELEKY ET AL,1
53460,Well Name,32-33 UNIT,1
53461,Well Name,32-33A HAIVALA,1
53462,Well Name,32-33B NPRR,1
53463,Well Name,32-34 BEAU JASON FEDERAL,1
53464,Well Name,32-34 BEAU JASON-FEDERAL,1
53465,Well Name,32-34 FEDERAL,1
53466,Well Name,32-34 HORN CANYON-FEDERAL,1
53467,Well Name,32-34 IBERLIN FEDERAL,1
53468,Well Name,32-34 MCDONALD FED.,1
53469,Well Name,32-34 MILLER,1
53470,Well Name,32-34 NARCO BILLINGS,1
53471,Well Name,32-34 PFISTER FEDERAL,1
53472,Well Name,32-34 PUMPKIN CREEK IBERLIN FED.,1
53473,Well Name,32-34-33-95 GOVT,1
53474,Well Name,32-35 FARSON FEDERAL,1
53475,Well Name,32-35 HORIZON,1
53476,Well Name,32-35 PETERSON,1
53477,Well Name,32-36 BLUE HILLS STATE,1
53478,Well Name,32-36 BLUEHILL STATE,1
53479,Well Name,32-36 STATE,3
53480,Well Name,32-36 TRUE STATE,1
53481,Well Name,32-36-19-103 STATE OF WYO,1
53482,Well Name,32-4 BARKER RESERVOIR,1
53483,Well Name,32-4 DEJAEGHER,1
53484,Well Name,32-4 GOVT,1
53485,Well Name,32-4 HACKAMORE,1
53486,Well Name,32-4 HAGEN-FEDERAL,1
53487,Well Name,32-4 NORTH WABEK,1
53488,Well Name,32-4 O'DONNELL,1
53489,Well Name,32-4 OLIN,1
53490,Well Name,32-4 PERRY,1
53491,Well Name,32-4 RAAP,1
53492,Well Name,32-4 RAINTREE FEDERAL,2
53493,Well Name,32-4 SCHOCK,1
53494,Well Name,32-4 UP UNIT,1
53495,Well Name,32-4 YOUNG BEAR BIA,1
53496,Well Name,32-42A BAKER,1
53497,Well Name,32-43 BASS-TRANSCO-OHMAN,1
53498,Well Name,32-43 COLD BROOK-FEDERAL,1
53499,Well Name,32-43 SWENSON,1
53500,Well Name,32-45 PINE TREE UNIT,1
53501,Well Name,32-4B UNIT,1
53502,Well Name,32-5 BRENT FEDERAL,1
53503,Well Name,32-5 DAVIES,1
53504,Well Name,32-5 FEDERAL,1
53505,Well Name,32-5 FEDERAL-STRONER,1
53506,Well Name,32-5 KADNER,1
53507,Well Name,32-5 OSBURN-FEDERAL,1
53508,Well Name,32-5 TEMPLE PROSPECT,1
53509,Well Name,32-5-53-69 GOVERNMENT,1
53510,Well Name,32-5A PINE UNIT,1
53511,Well Name,32-5G FEDERAL PLEASANT VA,1
53512,Well Name,32-6 ALLAN-FEDERAL,1
53513,Well Name,32-6 BLUEWATER FEDERAL,1
53514,Well Name,32-6 FEDERAL,1
53515,Well Name,32-6 FEDERAL W-4710,1
53516,Well Name,32-6 GOVT.,1
53517,Well Name,32-6 JESSE SKINNER,1
53518,Well Name,32-6 KUKLA,1
53519,Well Name,32-6 NELSON,1
53520,Well Name,32-6 RED EAGLE,1
53521,Well Name,32-6 TORO FEDERAL,1
53522,Well Name,32-6 UNIT,1
53523,Well Name,32-6 UTTERBACK-FED.,1
53524,Well Name,32-6 WOOLSEY,1
53525,Well Name,32-6A-PR UNIT,1
53526,Well Name,32-7 BISHOP,1
53527,Well Name,32-7 CEDAR BENCH UNIT FEDERAL,1
53528,Well Name,32-7 CHITWOOD,1
53529,Well Name,32-7 FERNYHOUGH-WILLIAMS,1
53530,Well Name,32-7 MCPHEARSON,1
53531,Well Name,32-7 MILLER-PINEY CREEK,1
53532,Well Name,32-7 ZIMMERMAN,1
53533,Well Name,32-7A ECHO-STATE,1
53534,Well Name,32-7B ECHO-STATE,1
53535,Well Name,32-7X FEDERAL,1
53536,Well Name,32-8 CONSER-TAYLOR,1
53537,Well Name,32-8 DEPCO-HUSKY-FEDERAL,1
53538,Well Name,32-8 FEDERAL,2
53539,Well Name,32-8 FEDERAL-LUFF,1
53540,Well Name,32-8 GOVT.,1
53541,Well Name,32-8 KEENER,1
53542,Well Name,32-8 LONG,1
53543,Well Name,32-8 SARGENT,1
53544,Well Name,32-8 STATE,1
53545,Well Name,32-9 FEDERAL,1
53546,Well Name,32-9 GOVT.,1
53547,Well Name,32-9 PATTON,1
53548,Well Name,32-9 ROTH,1
53549,Well Name,32-9 SAN JUAN,1
53550,Well Name,32-9 SPEAR DIAM.,1
53551,Well Name,32-9 SPEER DIAMOND RANCH,1
53552,Well Name,32-9 STATE,1
53553,Well Name,32-9 SUN FEDERAL,1
53554,Well Name,32-9B CLEAR CREEK,1
53555,Well Name,32-BRUFF,1
53556,Well Name,32-D-35 TRIBAL 194,1
53557,Well Name,32-G,1
53558,Well Name,32-N15 UNIT,1
53559,Well Name,32-WC2-SW18,1
53560,Well Name,322 GALLEGOS CANYON,1
53561,Well Name,322-14,2
53562,Well Name,324-C,1
53563,Well Name,325-C,1
53564,Well Name,3250-10-2 ESKEW,1
53565,Well Name,3252-26-6 NICHOLSON-AUTRY,1
53566,Well Name,326-C,1
53567,Well Name,327-C,1
53568,Well Name,328-C,1
53569,Well Name,329-C,1
53570,Well Name,32A-5348 JBG,1
53571,Well Name,32C-24-17-13,1
53572,Well Name,32D C O C BRADY DEEP UNIT,1
53573,Well Name,32SE-19 BURLY,1
53574,Well Name,32WC1 NW31 LOU,1
53575,Well Name,32WC2 NW13,1
53576,Well Name,32X--13 PHEASANT,1
53577,Well Name,32X-10 FERGUSON,1
53578,Well Name,32X-10 LEWIS,1
53579,Well Name,32X-17 RADLBECK,1
53580,Well Name,32X-21G,1
53581,Well Name,32X-21G UNIT,1
53582,Well Name,32X-23 ONEIL FERGUSON,1
53583,Well Name,32X-26R GOVT,1
53584,Well Name,32X-33R NP,1
53585,Well Name,32X-3B PINE UNIT,1
53586,Well Name,32X6B EAST LITTLE BEAVER,1
53587,Well Name,33 BOEHM,1
53588,Well Name,33 CHURCH BUTTES,1
53589,Well Name,33 CULP DRAW UNIT II,1
53590,Well Name,33 DILLINGER RANCH UNIT,1
53591,Well Name,33 EAST POPLAR UNIT,1
53592,Well Name,33 FORT MORGAN UNIT,1
53593,Well Name,33 GOVT. 36-1 UNIT,1
53594,Well Name,33 LATIGO,1
53595,Well Name,33 MATTESON,1
53596,Well Name,33 MGCH,1
53597,Well Name,33 NMAL,1
53598,Well Name,33 RED WASH UNIT,1
53599,Well Name,33 SANTA FE,1
53600,Well Name,33 STEWART,1
53601,Well Name,33 UNIT,4
53602,Well Name,33 UNIT (HAY RESERVOIR),1
53603,Well Name,33 UPPER VALLEY UNIT,1
53604,Well Name,33 UTE MOUNTAIN-33,1
53605,Well Name,33 X 10 GOVT TRIBAL,1
53606,Well Name,33-1 ANDERSON,1
53607,Well Name,33-1 ANDERSON STATE,1
53608,Well Name,33-1 ANSCHUTZ RANCH,1
53609,Well Name,33-1 ARCO FEDERAL,1
53610,Well Name,33-1 BN,1
53611,Well Name,33-1 BURLEIGH TAYLOR,1
53612,Well Name,33-1 COUGAR COM,1
53613,Well Name,33-1 F. F. VOLESKY,1
53614,Well Name,33-1 FED - MCCARREL,1
53615,Well Name,33-1 FEDERAL,8
53616,Well Name,33-1 FEDERAL MOORE,1
53617,Well Name,33-1 GRIMSRUD-BREKKE,2
53618,Well Name,33-1 HOWARD BROUSE,1
53619,Well Name,33-1 JOHN DETHMAN,1
53620,Well Name,33-1 LAURA SPOTTED DOG,1
53621,Well Name,33-1 LOBERG,1
53622,Well Name,33-1 MCCREERY,1
53623,Well Name,33-1 NAVAJO,1
53624,Well Name,33-1 NP,2
53625,Well Name,33-1 POWELL,1
53626,Well Name,33-1 RED CREEK,1
53627,Well Name,33-1 SKYLINE FEDERAL,1
53628,Well Name,33-1 STATE,3
53629,Well Name,33-1 STOCKYARDS,1
53630,Well Name,33-1 THORBJORNSON,1
53631,Well Name,33-1 TRESOR USA,1
53632,Well Name,33-1 UPRC,1
53633,Well Name,33-1 UTE-TRIBAL,1
53634,Well Name,33-1 WILMOT FEE,1
53635,Well Name,33-1-49 BN,1
53636,Well Name,33-1-GOVT,1
53637,Well Name,33-10 FEDERAL,1
53638,Well Name,33-10 KOK LYNNE,1
53639,Well Name,33-10 NOTCHES,1
53640,Well Name,33-11 BLAKE,1
53641,Well Name,33-11 FEDERAL,2
53642,Well Name,33-11 HAZEL OBERHOLTZER,1
53643,Well Name,33-11 J V STATE PRO CHEM,1
53644,Well Name,33-11 MOTT,2
53645,Well Name,33-11 MUCKFIELD,1
53646,Well Name,33-11 OLSON,1
53647,Well Name,33-11 SHELL-FEDERAL,1
53648,Well Name,33-11 UNIT WILLIAMS,1
53649,Well Name,33-11 UPRR-BRADBURY,1
53650,Well Name,33-11 UPRR-GILLMORE,1
53651,Well Name,33-11J MONUMENT FEDERAL,1
53652,Well Name,33-12 BASS BISHOP RANCH,1
53653,Well Name,33-12 BAUGHMAN FARMS,1
53654,Well Name,33-12 BUTLER CANYON-USA,1
53655,Well Name,33-12 FEDERAL,2
53656,Well Name,33-12 HERBOLDSHEIMER,1
53657,Well Name,33-12 KLEIN PETER FEDERAL,1
53658,Well Name,33-12 MESERVE,1
53659,Well Name,33-12 MORHLE FEDERAL,1
53660,Well Name,33-12 STATE,1
53661,Well Name,33-12 WAYMIRE,1
53662,Well Name,33-12-49-71 WOLFF VINCENT,1
53663,Well Name,33-12-G,1
53664,Well Name,33-13 BUCKMAN STATE,1
53665,Well Name,33-13 EVERETT-FEE,1
53666,Well Name,33-13 FEDERAL,1
53667,Well Name,33-13 FONTENELLE II,1
53668,Well Name,33-13 FROETSCHNER,1
53669,Well Name,33-13 HAMMER LAGERQUIST,1
53670,Well Name,33-13 HAMMER-LAGERQUIST,1
53671,Well Name,33-13 HERSHEY FEDERAL,1
53672,Well Name,33-13 KESTER,1
53673,Well Name,33-13 NEMEC,1
53674,Well Name,33-13 PASTERNAK,1
53675,Well Name,33-13 PINETREE UNIT,2
53676,Well Name,33-13 SCOTT,1
53677,Well Name,33-13 UPRR,1
53678,Well Name,33-13 WILLIAM FEE,1
53679,Well Name,33-14  WILLIAMS,1
53680,Well Name,33-14 BEAR CREEK,1
53681,Well Name,33-14 BEAR CREEK FEE,1
53682,Well Name,33-14 FED.-WHOOP UP CK,1
53683,Well Name,33-14 FEDERAL,3
53684,Well Name,33-14 GRANITE POINT ST,1
53685,Well Name,33-14 LEGERSKI,1
53686,Well Name,33-14 MCHALE-SCHILTZ,1
53687,Well Name,33-14 UTE MTN,2
53688,Well Name,33-14-0 BORDWELL,1
53689,Well Name,33-14A BORDWELL,1
53690,Well Name,33-15 ARGYLE UNIT,1
53691,Well Name,33-15 DENISE,1
53692,Well Name,33-15 LUCAS,1
53693,Well Name,33-15 WAHNER,1
53694,Well Name,33-16,1
53695,Well Name,33-16 AMOCO,1
53696,Well Name,33-16 ATCHISON,1
53697,Well Name,33-16 BILLY,1
53698,Well Name,33-16 COLORADO STATE,1
53699,Well Name,33-16 ELMORE,1
53700,Well Name,33-16 ESTVOLD,1
53701,Well Name,33-16 GOODSTEIN-STATE,1
53702,Well Name,33-16 HORSESHOE UNIT,1
53703,Well Name,33-16 JENSEN,2
53704,Well Name,33-16 STATE,3
53705,Well Name,33-16 STATE-CASTLE PEAKS,1
53706,Well Name,33-16 THOMPSON RANCH/1 UNIT,1
53707,Well Name,33-16 TMCBSU,2
53708,Well Name,33-16 TRUNK,1
53709,Well Name,33-16 UNIT,1
53710,Well Name,33-16A STATE,1
53711,Well Name,33-17 BOLL,1
53712,Well Name,33-17 FEDERAL,1
53713,Well Name,33-17 SE RUSSIAN CREEK,1
53714,Well Name,33-17 UPRR-WHITEHEAD,1
53715,Well Name,33-18 DAVIS CATTLE,1
53716,Well Name,33-18 DORCHESTER,1
53717,Well Name,33-18 FEDERAL,1
53718,Well Name,33-18 M & M,1
53719,Well Name,33-18 MAYCOCK,1
53720,Well Name,33-18 SILVER STATE FEDERAL,1
53721,Well Name,33-18-123 USA,1
53722,Well Name,33-18J NGC-FEDERAL,1
53723,Well Name,33-19,1
53724,Well Name,33-19 DORN,1
53725,Well Name,33-19 MCINTYRE,1
53726,Well Name,33-1D PAINTER RESERVOIR,1
53727,Well Name,33-2 BULLWINKLE FED.,1
53728,Well Name,33-2 COUGAR COM,1
53729,Well Name,33-2 FEDERAL,2
53730,Well Name,33-2 FEDERAL FRANKS,1
53731,Well Name,33-2 HALL,1
53732,Well Name,33-2 HOGELAND,1
53733,Well Name,33-2 NOHLY,2
53734,Well Name,33-2 SMITH,1
53735,Well Name,33-2 STATE,1
53736,Well Name,33-20 BPL FEDERAL,1
53737,Well Name,33-20 DRONEN,1
53738,Well Name,33-20 FEDERAL,1
53739,Well Name,33-20 FERKINGSTAD,1
53740,Well Name,33-20 HOCH,1
53741,Well Name,33-20 RIO UNIT,1
53742,Well Name,33-20 TRIBAL,1
53743,Well Name,33-20 UNIT,1
53744,Well Name,33-20R CABIN CREEK,1
53745,Well Name,33-21 BN LITTLE LAKE,1
53746,Well Name,33-21 BUZZARD RANCH,1
53747,Well Name,33-21 OBRIDGEWITCH,1
53748,Well Name,33-21 OBRIGEWITCH,1
53749,Well Name,33-21 RENNARD,1
53750,Well Name,33-22 FEDERAL,1
53751,Well Name,33-22 FEY,1
53752,Well Name,33-22 KUHR-B,1
53753,Well Name,33-22 LAUCOMER,1
53754,Well Name,33-22 SMOKEY LAUCOMER,1
53755,Well Name,33-22 STUART HEIRS,2
53756,Well Name,33-22 UNIT,1
53757,Well Name,33-22 V V SCHAFER,1
53758,Well Name,33-23 BN-BULL MOOSE SOUTH,1
53759,Well Name,33-23 GOVT,1
53760,Well Name,33-23 MURRAY,1
53761,Well Name,33-23 SIGUARDSON TRUST,1
53762,Well Name,33-23 STARK,1
53763,Well Name,33-23 THORSON,1
53764,Well Name,33-23 WOODS-COX-FEDERAL,1
53765,Well Name,33-23-3-13 NJOS,1
53766,Well Name,33-24 FEDERAL,1
53767,Well Name,33-24 M & P FARMS-CORVALIS,1
53768,Well Name,33-24 MPHU,1
53769,Well Name,33-24 RILEY RIDGE FEDERAL,1
53770,Well Name,33-24 SOUTH BREEN-FEE,1
53771,Well Name,33-24-ACKERMAN-FEDERAL,1
53772,Well Name,33-24E BUECHLER,1
53773,Well Name,33-25 FEDERAL,1
53774,Well Name,33-25 UPRR,1
53775,Well Name,33-25 WIELLS,1
53776,Well Name,33-25 YATES FEDERAL,1
53777,Well Name,33-26 BILL UNIT,2
53778,Well Name,33-26 FEDERAL,1
53779,Well Name,33-26 GRENI,1
53780,Well Name,33-26 LAUR,1
53781,Well Name,33-26 PINNACLE DIVIDE,1
53782,Well Name,33-27 ANNA BERGER,1
53783,Well Name,33-27 DIETZ,1
53784,Well Name,33-27 FEY,1
53785,Well Name,33-27 USA,2
53786,Well Name,33-28 BUCKLEY,1
53787,Well Name,33-28 FEDERAL,1
53788,Well Name,33-28 SAMEDAN FEDERAL,1
53789,Well Name,33-28 WATT-A,1
53790,Well Name,33-28-38-89 FEDERAL,1
53791,Well Name,33-28-51-71 GOVERNMENT,1
53792,Well Name,33-29 BN,1
53793,Well Name,33-29 HEGGEN  OWWO,1
53794,Well Name,33-29-1 GOVT,1
53795,Well Name,33-29-57-1 KNUDSON,1
53796,Well Name,33-2B BACON RIDGE UNIT,1
53797,Well Name,33-2H NGC,1
53798,Well Name,33-3 BANGEN,1
53799,Well Name,33-3 FRANKS,1
53800,Well Name,33-3 GOVT-HAWK,1
53801,Well Name,33-3 JUEDEMAN,1
53802,Well Name,33-3 NP,1
53803,Well Name,33-3 ROURKE,1
53804,Well Name,33-3 T R MILLER MILL STATELINE,1
53805,Well Name,33-3 TAYLOR RANCH UNIT,1
53806,Well Name,33-3 TAYLOR RANCH UNIT-FED.,1
53807,Well Name,33-3 WHITE RIVER UNIT,1
53808,Well Name,33-30 FEDERAL,1
53809,Well Name,33-30 RAWHIDE FEDERAL,1
53810,Well Name,33-30 SIMS,1
53811,Well Name,33-30B UNIT,1
53812,Well Name,33-31 FEDERAL,1
53813,Well Name,33-31 KINCHELOE,1
53814,Well Name,33-31 MUSSELMAN,1
53815,Well Name,33-31 SPEAR-FEDERAL,1
53816,Well Name,33-31 TVEDT,1
53817,Well Name,33-31-39-61 GOVERNMENT,1
53818,Well Name,33-31B PAINTER RESERVOIR,1
53819,Well Name,33-31B PAINTER RESERVOIR UNIT,1
53820,Well Name,33-32 EVANSTON,1
53821,Well Name,33-32 FEDERAL,1
53822,Well Name,33-32 MCBRIDE,2
53823,Well Name,33-32 NGC,1
53824,Well Name,33-32 STONE CABIN UNIT 2,1
53825,Well Name,33-32-18-101 GOVT-BLUEWATER,1
53826,Well Name,33-32-53-69 GOVT.,1
53827,Well Name,33-32-54-69 GOVERNMENT,1
53828,Well Name,33-33 DONOHUE-FEDERAL,1
53829,Well Name,33-33 FEDERAL,1
53830,Well Name,33-33 FUNNY ROCK FEDERAL,1
53831,Well Name,33-33 HARTSOCH,1
53832,Well Name,33-33 JOHNSON,1
53833,Well Name,33-33 KEY FEDERAL,2
53834,Well Name,33-33 LOIS FEDERAL,1
53835,Well Name,33-33 UTE MTN,1
53836,Well Name,33-34 BORTH,1
53837,Well Name,33-34 D FEDERAL,1
53838,Well Name,33-34 NARCO DEVORE,1
53839,Well Name,33-34-G PAGODA,1
53840,Well Name,33-35 DERRICK DRAW FEDERAL,1
53841,Well Name,33-35 UNIT,1
53842,Well Name,33-35 UPRR,2
53843,Well Name,33-35-51-70 WHISLER FEE,1
53844,Well Name,33-36 GOVT-DEEDS,1
53845,Well Name,33-36 STATE,3
53846,Well Name,33-36C PAINTER RESERVOIR,1
53847,Well Name,33-3H ROCK HAPPY,1
53848,Well Name,33-4 BLUFF UNIT,1
53849,Well Name,33-4 CHAMBERS FEDERAL,2
53850,Well Name,33-4 EAST FORK,1
53851,Well Name,33-4 FEDERAL,1
53852,Well Name,33-4 GOVERNMENT,1
53853,Well Name,33-4 LONG BELL PETR,1
53854,Well Name,33-4 LONG BELL PETROLEUM,1
53855,Well Name,33-4 SEVEN CROSS,1
53856,Well Name,33-4 STRAND,1
53857,Well Name,33-41 BN,1
53858,Well Name,33-42 WEISS-STATE,1
53859,Well Name,33-43 BULLMOOSE,1
53860,Well Name,33-5 BN,1
53861,Well Name,33-5 COLLARD-LEWIS-JACOBSON,1
53862,Well Name,33-5 EHLER,1
53863,Well Name,33-5 FEDERAL,1
53864,Well Name,33-5 LEIMSER,1
53865,Well Name,33-5 LEWIS-JACOBSON,1
53866,Well Name,33-5-GOVT,1
53867,Well Name,33-54 PINE TREE,1
53868,Well Name,33-6 BERGER HILL,1
53869,Well Name,33-6 BURLINGTON NORTHERN,1
53870,Well Name,33-6 FEDERAL,2
53871,Well Name,33-6 HORTTER FEDERAL,1
53872,Well Name,33-6 MARY TURNER,1
53873,Well Name,33-6 MONUMENT,1
53874,Well Name,33-6 MONUMENT BUTTE FEDERAL,1
53875,Well Name,33-6 USA,1
53876,Well Name,33-6A CHEVRON-FEDERAL,1
53877,Well Name,33-7,1
53878,Well Name,33-7 BERTHELOTTE,1
53879,Well Name,33-7 DOME FEDERAL,1
53880,Well Name,33-7 FEDERAL,1
53881,Well Name,33-7 FRAY,1
53882,Well Name,33-7 J E MINT,1
53883,Well Name,33-7 KIRKWOOD FEDERAL,1
53884,Well Name,33-7 LUCKY LINDY FEDERAL,1
53885,Well Name,33-7 MAGNUM,1
53886,Well Name,33-7 MAXWELL,1
53887,Well Name,33-7 ROSS,1
53888,Well Name,33-7 SKARDERUD,1
53889,Well Name,33-7A PAINTER RESERVOIR,1
53890,Well Name,33-8 BALCRON MONUMENT FEDERAL,1
53891,Well Name,33-8 CHAMBERS FEDERAL,1
53892,Well Name,33-8 FEDERAL,2
53893,Well Name,33-8 GUTHERY,1
53894,Well Name,33-8 MILLER,1
53895,Well Name,33-8-I-C LIF,1
53896,Well Name,33-9 AASEN,1
53897,Well Name,33-9 ALTAFFER,1
53898,Well Name,33-9 HOLBECK,1
53899,Well Name,33-9 NP,1
53900,Well Name,33-A NIMIC,1
53901,Well Name,33-B RED KNOLL,1
53902,Well Name,33-B-4 ANETH,1
53903,Well Name,33-D-1,1
53904,Well Name,33-D4 ANETH,1
53905,Well Name,33-J-14 WPSU,1
53906,Well Name,33-LOT 53 BOYLAN,1
53907,Well Name,33-LX-10 NPR,1
53908,Well Name,33-S-14,1
53909,Well Name,33-S-34,1
53910,Well Name,33-X-3-I-5 OBERG & GROSIEAN,1
53911,Well Name,330-C,1
53912,Well Name,331-C,1
53913,Well Name,332-C,1
53914,Well Name,333-C,1
53915,Well Name,334-22 FEY,1
53916,Well Name,334-C,1
53917,Well Name,335-C,1
53918,Well Name,3352-15-5 FEEMSTER,1
53919,Well Name,336-C,1
53920,Well Name,337 1 CHAMPLIN,1
53921,Well Name,337-C,1
53922,Well Name,338-C,1
53923,Well Name,339-C,1
53924,Well Name,33B-12-4 ARCH UNIT,1
53925,Well Name,33C-24-17-13,1
53926,Well Name,33F-12 BLACK FOREST UNIT,1
53927,Well Name,33X-17 SON OF SOONER FEDERAL,1
53928,Well Name,33X-21 GAS CITY UNIT,1
53929,Well Name,33X-28 TRIBAL,1
53930,Well Name,33X-29 FEDERAL,1
53931,Well Name,33X-29 UTE FEDERAL,1
53932,Well Name,33X-2A GAS CITY,1
53933,Well Name,33X-3 GOVERNMENT,1
53934,Well Name,33X-34 BARTHOLOMEW-GOVT,1
53935,Well Name,33X-5,1
53936,Well Name,33X-8 GOVERNMENT,1
53937,Well Name,33X-8 LITTLE BEAVER,1
53938,Well Name,33X30 LITTLE BEAVER,1
53939,Well Name,34,1
53940,Well Name,34 ARQUELLO,1
53941,Well Name,34 BOEHM,1
53942,Well Name,34 CHURCH BUTTES UNIT,1
53943,Well Name,34 CULP DRAW II UNIT,1
53944,Well Name,34 EAST POPLAR UNIT,1
53945,Well Name,34 FEDERAL,1
53946,Well Name,34 HELDT DRAW UNIT,1
53947,Well Name,34 JENKINS TRUST,1
53948,Well Name,34 LATIGO,1
53949,Well Name,34 MGCH,1
53950,Well Name,34 MORRISON,1
53951,Well Name,34 ROSS-FEDERAL-13,1
53952,Well Name,34 RUSSELL,1
53953,Well Name,34 SPRING CREEK UNIT,1
53954,Well Name,34 STATE,1
53955,Well Name,34 STEWART,1
53956,Well Name,34 TAACK,1
53957,Well Name,34 TABLEROCK,1
53958,Well Name,34 TOLSTAD-22,1
53959,Well Name,34 UNIT,5
53960,Well Name,34 UTE MTN. UTE 36,1
53961,Well Name,34 WC2 NW 31,1
53962,Well Name,34 WHISKEY BUTTE,1
53963,Well Name,34-1 ACKER,1
53964,Well Name,34-1 ANADARKO-GOVERNMENT,1
53965,Well Name,34-1 ANSCHUTZ RANCH,1
53966,Well Name,34-1 BLM,1
53967,Well Name,34-1 BOYER,1
53968,Well Name,34-1 CLARKSON,1
53969,Well Name,34-1 CLIFTON FEDERAL,1
53970,Well Name,34-1 CONOCO-AMERADA,1
53971,Well Name,34-1 CROW TRIBAL,1
53972,Well Name,34-1 DIAMOND RING-FED,1
53973,Well Name,34-1 EXIT CHANNEL FEDERAL,2
53974,Well Name,34-1 FEDERAL,6
53975,Well Name,34-1 FEDERAL DIAMOND RING,1
53976,Well Name,34-1 FEDERAL-LONG VALLEY,1
53977,Well Name,34-1 FLOCCHINI,2
53978,Well Name,34-1 FRANCIS PRICE ET AL,1
53979,Well Name,34-1 GIBBINS,1
53980,Well Name,34-1 GOLD REEF,2
53981,Well Name,34-1 GOVERNMENT,2
53982,Well Name,34-1 GOVT,1
53983,Well Name,34-1 GOVT.,1
53984,Well Name,34-1 HAMILTON-FEDERAL,1
53985,Well Name,34-1 HANSON,1
53986,Well Name,34-1 HEFFLEFINGER,1
53987,Well Name,34-1 HEFFLINGER,1
53988,Well Name,34-1 JACOBSEN,1
53989,Well Name,34-1 JUDD,1
53990,Well Name,34-1 KALBERG,1
53991,Well Name,34-1 KAMP,1
53992,Well Name,34-1 LADD-DUNCAN-JOHNSON,1
53993,Well Name,34-1 LINDSTROM NORCEN FEE,1
53994,Well Name,34-1 MACPET FEDERAL,1
53995,Well Name,34-1 MELLOTT-C,1
53996,Well Name,34-1 MURPHY-DOME,1
53997,Well Name,34-1 NORSTGAARD,1
